"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","FIND-ALL-TESTS.04","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","F1-IMPORTS.13","","Fri Nov 01 16:44:22 GMT 2024","passed","Fri Nov 01 16:44:22 GMT 2024","","MODULE-SYSTEM","MODULE-SYSTEM",""
"","149","NALIFIER.01","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","BASIC-GROUNDED-FUNCTIONS---METTA-LANGUAGE6.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","14","CONTROLLING-PATTERN-MATCHING---METTA-LANGUAGE10.08","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","D4-TYPE-PROP.17","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","03-SORING-VIA-INSERT.06","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","UNIQUE-TEST.07","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","12","CONTROLLING-PATTERN-MATCHING---METTA-LANGUAGE6.02","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","B1-EQUAL-CHAIN.01","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","E3-MATCH-STATES.02","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","7000","metta-morph_tests.superpose_nested","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","D2-HIGHERFUNC.04","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","3","METATYPES---METTA-LANGUAGE2.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE3.03","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","SPACE-INTERSECTION-TESTS.02","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","RECURSION-AND-CONTROL---METTA-LANGUAGE4.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","1","F1-MODULEA.08","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","7000","metta_lang.Recursive_and_parametric_types___MeTTa_Language8","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","7000","hyperon-mettalog_sanity.find_all_tests","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","TEST-IF-CLOSED.08","","Fri Nov 01 16:44:37 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","1","D4-TYPE-PROP.06","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE1.05","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","INTERSECTION-TESTS.12","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE1.04","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","7000","metta_lang.Control_flow___MeTTa_Language2","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","77","WORKING-WITH-SPACES---METTA-LANGUAGE12.05","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","386","TESTS0.06","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","7000","metta_lang.Operations_over_atoms___MeTTa_Language7","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","SEQUENTIAL-NESTED.06","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","3","WORKING-WITH-SPACES---METTA-LANGUAGE6.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","B0-CHAINING-PRELIM.01","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","8000","metta-morph_tests.minnars","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:38 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","CONTROLLING-PATTERN-MATCHING---METTA-LANGUAGE2.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","METATYPES---METTA-LANGUAGE4.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE11.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","28000","anti-regression.system_proofTestCurried","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:58 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","7000","metta_lang.Concrete_types___MeTTa_Language1","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","7000","metta_lang.Control_flow___MeTTa_Language3","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","C1-GROUNDED-BASIC.09","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","1","XOR-TEST.08","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","112","WORKING-WITH-SPACES---METTA-LANGUAGE2.01","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","13","D1-GADT.05","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","7000","metta_lang.Working_with_spaces___MeTTa_Language2","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","B3-DIRECT.01","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","7000","baseline_compat.rust_02","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","UNIQUE-TEST.03","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","TMPMATCH1.02","","Fri Nov 01 16:44:37 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE2.05","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","C1-GROUNDED-BASIC.21","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","3","HYPERPOSE.07","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","BCHAIN.03","","Fri Nov 01 16:44:37 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","102","C1-GROUNDED-BASIC.14","","Fri Nov 01 17:15:00 GMT 2024","failed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","BASIC-EVALUATION---METTA-LANGUAGE2.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","TMPMATCH1.04","","Fri Nov 01 16:44:37 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","2","SEQUENTIAL-NESTED.02","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","B4-NONDETERM.04","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","7000","metta_lang.Metatypes___MeTTa_Language7","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","45","D5-AUTO-TYPES.05","","Fri Nov 01 16:48:46 GMT 2024","failed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","B5-TYPES-PRELIM.03","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","SEQUENTIAL-NESTED.10","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","RECURSIVE-AND-PARAMETRIC-TYPES---METTA-LANGUAGE5.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","TYPES2.01","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","C1-GROUNDED-BASIC.20","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","E2-STATES.05","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","C1-GROUNDED-BASIC.02","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","3","CONCRETE-TYPES---METTA-LANGUAGE1.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","16","WORKING-WITH-SPACES---METTA-LANGUAGE17.02","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","84","CONCRETE-TYPES---METTA-LANGUAGE13.04","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","4","FIRST-ANSWER.02","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","FUNCTIONAL-PROGRAMMING-TESTS.02","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","TMPMATCH1.01","","Fri Nov 01 16:44:37 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","3","BASIC-GROUNDED-FUNCTIONS---METTA-LANGUAGE7.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","IDENTITY.01","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","7000","metta_lang.Recursive_and_parametric_types___MeTTa_Language3","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","CATCH-THROW-TESTS.01","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE6.03","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","B5-TYPES-PRELIM.25","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","STATES-SPACES.04","","Fri Nov 01 16:57:07 GMT 2024","passed","Fri Nov 01 16:57:07 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","UNIQUE-TEST.09","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","111","SPACE-INTERSECTION-TESTS.10","","Fri Nov 01 16:51:32 GMT 2024","failed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","7000","metta_lang.Concrete_types___MeTTa_Language9","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","7000","hyperon-mettalog_sanity.03-soring-via-insert","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","D1-GADT.07","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","80","WORKING-WITH-SPACES---METTA-LANGUAGE11.03","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","C1-GROUNDED-BASIC.17","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","B3-DIRECT.03","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","D4-TYPE-PROP.02","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","3","F1-IMPORTS.15","","Fri Nov 01 16:44:22 GMT 2024","passed","Fri Nov 01 16:44:22 GMT 2024","","MODULE-SYSTEM","MODULE-SYSTEM",""
"","2","OR-TEST.10","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE1.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","F1-IMPORTS.11","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","OPERATIONS-OVER-ATOMS---METTA-LANGUAGE3.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","METATYPES---METTA-LANGUAGE6.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","7000","hyperon-experimental_scripts.d5_auto_types","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","13","RECURSIVE-AND-PARAMETRIC-TYPES---METTA-LANGUAGE6.03","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","METATYPES---METTA-LANGUAGE1.09","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","113","OPERATIONS-OVER-ATOMS---METTA-LANGUAGE2.02","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE5.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE9.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","F1-IMPORTS.09","","Fri Nov 01 16:44:22 GMT 2024","passed","Fri Nov 01 16:44:22 GMT 2024","","MODULE-SYSTEM","MODULE-SYSTEM",""
"","2","FREE-VARIABLES-AND-NONDETERMINISM-AGAIN,-RECURSIVELY---METTA-LANGUAGE1.03","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","OPERATIONS-OVER-ATOMS---METTA-LANGUAGE4.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","00-LANG-CASE.01","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE1.06","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","CONTROLLING-PATTERN-MATCHING---METTA-LANGUAGE1.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","C3-PLN-STV.03","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","61","CONTROLLING-PATTERN-MATCHING---METTA-LANGUAGE9.02","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","D2-HIGHERFUNC.13","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","3","B2-BACKCHAIN.05","","Fri Nov 01 16:48:46 GMT 2024","passed","Fri Nov 01 16:48:46 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","45","BASIC-GROUNDED-FUNCTIONS---METTA-LANGUAGE3.02","","Fri Nov 01 17:00:17 GMT 2024","failed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE4.04","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","4","RECURSIVE-AND-PARAMETRIC-TYPES---METTA-LANGUAGE8.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","RECURSIVE-AND-PARAMETRIC-TYPES---METTA-LANGUAGE7.04","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","1","XOR-TEST.02","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","WORKING-WITH-SPACES---METTA-LANGUAGE9.04","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE3.08","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","3","STRING-TESTS.02","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","61","F1-IMPORTS.17","","Fri Nov 01 16:44:22 GMT 2024","passed","Fri Nov 01 16:44:22 GMT 2024","","MODULE-SYSTEM","MODULE-SYSTEM",""
"","5","SPACE-SUBTRACTION-TESTS.05","","Fri Nov 01 16:51:32 GMT 2024","passed","Fri Nov 01 16:51:32 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE6.01","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
"","7000","metta-morph_tests.let_superpose_if_case","","Fri Nov 01 16:44:30 GMT 2024","passed","Fri Nov 01 16:44:37 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","D4-TYPE-PROP.16","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","F1-IMPORTS.03","","Fri Nov 01 17:15:00 GMT 2024","passed","Fri Nov 01 17:15:00 GMT 2024","","QUICK","QUICK",""
"","2","OPERATIONS-OVER-ATOMS---METTA-LANGUAGE2.05","","Fri Nov 01 17:00:17 GMT 2024","passed","Fri Nov 01 17:00:17 GMT 2024","","METTA-LANG","METTA-LANG",""
